13330 13841
0 1 -1
0 2 -1
1 3 -1
1 4 -1
2 5 -1
2 6 -1
3 7 -1
3 8 -1
4 9 -1
4 10 -1
5 11 -1
5 12 -1
6 13 -1
6 14 -1
7 15 -1
7 16 -1
8 17 -1
8 18 -1
9 19 -1
9 20 -1
10 21 -1
10 22 -1
11 23 -1
11 24 -1
12 25 -1
12 26 -1
13 27 -1
13 28 -1
14 29 -1
14 30 -1
15 31 -1
15 32 -1
16 33 -1
16 34 -1
17 35 -1
17 36 -1
18 37 -1
18 38 -1
19 39 -1
19 40 -1
20 41 -1
20 42 -1
21 43 -1
21 44 -1
22 45 -1
22 46 -1
23 47 -1
23 48 -1
24 49 -1
24 50 -1
25 51 -1
25 52 -1
26 53 -1
26 54 -1
27 55 -1
27 56 -1
28 57 -1
28 58 -1
29 59 -1
29 60 -1
30 61 -1
30 62 -1
31 63 -1
31 64 -1
32 65 -1
32 66 -1
33 67 -1
33 68 -1
34 69 -1
34 70 -1
35 71 -1
35 72 -1
36 73 -1
36 74 -1
37 75 -1
37 76 -1
38 77 -1
38 78 -1
39 79 -1
39 80 -1
40 81 -1
40 82 -1
41 83 -1
41 84 -1
42 85 -1
42 86 -1
43 87 -1
43 88 -1
44 89 -1
44 90 -1
45 91 -1
45 92 -1
46 93 -1
46 94 -1
47 95 -1
47 96 -1
48 97 -1
48 98 -1
49 99 -1
49 100 -1
50 101 -1
50 102 -1
51 103 -1
51 104 -1
52 105 -1
52 106 -1
53 107 -1
53 108 -1
54 109 -1
54 110 -1
55 111 -1
55 112 -1
56 113 -1
56 114 -1
57 115 -1
57 116 -1
58 117 -1
58 118 -1
59 119 -1
59 120 -1
60 121 -1
60 122 -1
61 123 -1
61 124 -1
62 125 -1
62 126 -1
63 127 -1
63 128 -1
64 129 -1
64 130 -1
65 131 -1
65 132 -1
66 133 -1
66 134 -1
67 135 -1
67 136 -1
68 137 -1
68 138 -1
69 139 -1
69 140 -1
70 141 -1
70 142 -1
71 143 -1
71 144 -1
72 145 -1
72 146 -1
73 147 -1
73 148 -1
74 149 -1
74 150 -1
75 151 -1
75 152 -1
76 153 -1
76 154 -1
77 155 -1
77 156 -1
78 157 -1
78 158 -1
79 159 -1
79 160 -1
80 161 -1
80 162 -1
81 163 -1
81 164 -1
82 165 -1
82 166 -1
83 167 -1
83 168 -1
84 169 -1
84 170 -1
85 171 -1
85 172 -1
86 173 -1
86 174 -1
87 175 -1
87 176 -1
88 177 -1
88 178 -1
89 179 -1
89 180 -1
90 181 -1
90 182 -1
91 183 -1
91 184 -1
92 185 -1
92 186 -1
93 187 -1
93 188 -1
94 189 -1
94 190 -1
95 191 -1
95 192 -1
96 193 -1
96 194 -1
97 195 -1
97 196 -1
98 197 -1
98 198 -1
99 199 -1
99 200 -1
100 201 -1
100 202 -1
101 203 -1
101 204 -1
102 205 -1
102 206 -1
103 207 -1
103 208 -1
104 209 -1
104 210 -1
105 211 -1
105 212 -1
106 213 -1
106 214 -1
107 215 -1
107 216 -1
108 217 -1
108 218 -1
109 219 -1
109 220 -1
110 221 -1
110 222 -1
111 223 -1
111 224 -1
112 225 -1
112 226 -1
113 227 -1
113 228 -1
114 229 -1
114 230 -1
115 231 -1
115 232 -1
116 233 -1
116 234 -1
117 235 -1
117 236 -1
118 237 -1
118 238 -1
119 239 -1
119 240 -1
120 241 -1
120 242 -1
121 243 -1
121 244 -1
122 245 -1
122 246 -1
123 247 -1
123 248 -1
124 249 -1
124 250 -1
125 251 -1
125 252 -1
126 253 -1
126 254 -1
127 255 -1
127 256 -1
128 257 -1
128 258 -1
129 259 -1
129 260 -1
130 261 -1
130 262 -1
131 263 -1
131 264 -1
132 265 -1
132 266 -1
133 267 -1
133 268 -1
134 269 -1
134 270 -1
135 271 -1
135 272 -1
136 273 -1
136 274 -1
137 275 -1
137 276 -1
138 277 -1
138 278 -1
139 279 -1
139 280 -1
140 281 -1
140 282 -1
141 283 -1
141 284 -1
142 285 -1
142 286 -1
143 287 -1
143 288 -1
144 289 -1
144 290 -1
145 291 -1
145 292 -1
146 293 -1
146 294 -1
147 295 -1
147 296 -1
148 297 -1
148 298 -1
149 299 -1
149 300 -1
150 301 -1
150 302 -1
151 303 -1
151 304 -1
152 305 -1
152 306 -1
153 307 -1
153 308 -1
154 309 -1
154 310 -1
155 311 -1
155 312 -1
156 313 -1
156 314 -1
157 315 -1
157 316 -1
158 317 -1
158 318 -1
159 319 -1
159 320 -1
160 321 -1
160 322 -1
161 323 -1
161 324 -1
162 325 -1
162 326 -1
163 327 -1
163 328 -1
164 329 -1
164 330 -1
165 331 -1
165 332 -1
166 333 -1
166 334 -1
167 335 -1
167 336 -1
168 337 -1
168 338 -1
169 339 -1
169 340 -1
170 341 -1
170 342 -1
171 343 -1
171 344 -1
172 345 -1
172 346 -1
173 347 -1
173 348 -1
174 349 -1
174 350 -1
175 351 -1
175 352 -1
176 353 -1
176 354 -1
177 355 -1
177 356 -1
178 357 -1
178 358 -1
179 359 -1
179 360 -1
180 361 -1
180 362 -1
181 363 -1
181 364 -1
182 365 -1
182 366 -1
183 367 -1
183 368 -1
184 369 -1
184 370 -1
185 371 -1
185 372 -1
186 373 -1
186 374 -1
187 375 -1
187 376 -1
188 377 -1
188 378 -1
189 379 -1
189 380 -1
190 381 -1
190 382 -1
191 383 -1
191 384 -1
192 385 -1
192 386 -1
193 387 -1
193 388 -1
194 389 -1
194 390 -1
195 391 -1
195 392 -1
196 393 -1
196 394 -1
197 395 -1
197 396 -1
198 397 -1
198 398 -1
199 399 -1
199 400 -1
200 401 -1
200 402 -1
201 403 -1
201 404 -1
202 405 -1
202 406 -1
203 407 -1
203 408 -1
204 409 -1
204 410 -1
205 411 -1
205 412 -1
206 413 -1
206 414 -1
207 415 -1
207 416 -1
208 417 -1
208 418 -1
209 419 -1
209 420 -1
210 421 -1
210 422 -1
211 423 -1
211 424 -1
212 425 -1
212 426 -1
213 427 -1
213 428 -1
214 429 -1
214 430 -1
215 431 -1
215 432 -1
216 433 -1
216 434 -1
217 435 -1
217 436 -1
218 437 -1
218 438 -1
219 439 -1
219 440 -1
220 441 -1
220 442 -1
221 443 -1
221 444 -1
222 445 -1
222 446 -1
223 447 -1
223 448 -1
224 449 -1
224 450 -1
225 451 -1
225 452 -1
226 453 -1
226 454 -1
227 455 -1
227 456 -1
228 457 -1
228 458 -1
229 459 -1
229 460 -1
230 461 -1
230 462 -1
231 463 -1
231 464 -1
232 465 -1
232 466 -1
233 467 -1
233 468 -1
234 469 -1
234 470 -1
235 471 -1
235 472 -1
236 473 -1
236 474 -1
237 475 -1
237 476 -1
238 477 -1
238 478 -1
239 479 -1
239 480 -1
240 481 -1
240 482 -1
241 483 -1
241 484 -1
242 485 -1
242 486 -1
243 487 -1
243 488 -1
244 489 -1
244 490 -1
245 491 -1
245 492 -1
246 493 -1
246 494 -1
247 495 -1
247 496 -1
248 497 -1
248 498 -1
249 499 -1
249 500 -1
250 501 -1
250 502 -1
251 503 -1
251 504 -1
252 505 -1
252 506 -1
253 507 -1
253 508 -1
254 509 -1
254 510 -1
255 653 142
255 1221 710
255 1455 944
255 1623 1112
255 1632 1121
255 1641 1130
255 1644 1133
255 1645 1134
255 1812 1301
255 2174 1663
255 2251 1740
255 2352 1841
255 2517 2006
255 2591 2080
255 2592 2081
255 2593 2082
255 2649 2138
255 3016 2505
255 3184 2673
255 3656 3145
255 4249 3738
255 4284 3773
255 4288 3777
255 4557 4046
255 4874 4363
255 5045 4534
255 5057 4546
255 5705 5194
255 6040 5529
255 6069 5558
255 6185 5674
255 6574 6063
255 6575 6064
255 6693 6182
255 7121 6610
255 7122 6611
255 7123 6612
255 7341 6830
255 8064 7553
255 8591 8080
255 8595 8084
255 9377 8866
255 9624 9113
255 9746 9235
255 9747 9236
255 10190 9679
255 10270 9759
255 11424 10913
255 11536 11025
255 11828 11317
255 11926 11415
255 12979 12468
255 13240 12729
256 860 349
256 896 385
256 1002 491
256 1290 779
256 1447 936
256 1473 962
256 1474 963
256 1475 964
256 2001 1490
256 2353 1842
256 2838 2327
256 2915 2404
256 3191 2680
256 3252 2741
256 3944 3433
256 4247 3736
256 4253 3742
256 4296 3785
256 5341 4830
256 6051 5540
256 6198 5687
256 6199 5688
256 6208 5697
256 6623 6112
256 7405 6894
256 8492 7981
256 8998 8487
256 9334 8823
256 9379 8868
256 9380 8869
256 9382 8871
256 9386 8875
256 9387 8876
256 9388 8877
256 10274 9763
256 10309 9798
256 10447 9936
256 10468 9957
256 10494 9983
256 10638 10127
256 10914 10403
256 11002 10491
256 11140 10629
256 11324 10813
256 11467 10956
256 11798 11287
256 11941 11430
256 12441 11930
256 12754 12243
256 12799 12288
256 12802 12291
256 12806 12295
257 607 96
257 998 487
257 1146 635
257 1187 676
257 1303 792
257 1343 832
257 1344 833
257 1622 1111
257 1801 1290
257 1809 1298
257 1810 1299
257 1811 1300
257 1814 1303
257 2556 2045
257 3312 2801
257 3472 2961
257 3487 2976
257 3987 3476
257 4286 3775
257 4379 3868
257 4449 3938
257 4871 4360
257 5042 4531
257 5043 4532
257 5313 4802
257 6081 5570
257 6296 5785
257 6608 6097
257 7028 6517
257 7191 6680
257 7602 7091
257 7603 7092
257 7965 7454
257 8902 8391
257 9024 8513
257 9028 8517
257 9349 8838
257 9808 9297
257 9820 9309
257 9822 9311
257 10151 9640
257 10614 10103
257 11311 10800
257 11666 11155
257 12443 11932
257 12627 12116
257 12629 12118
257 12781 12270
257 12846 12335
257 12848 12337
257 13374 12863
257 13423 12912
258 857 346
258 1334 823
258 1335 824
258 1336 825
258 1337 826
258 1339 828
258 1636 1125
258 2072 1561
258 2106 1595
258 2248 1737
258 2361 1850
258 2632 2121
258 2814 2303
258 3503 2992
258 3520 3009
258 3673 3162
258 3674 3163
258 4447 3936
258 4565 4054
258 4613 4102
258 4974 4463
258 5499 4988
258 7020 6509
258 7335 6824
258 7482 6971
258 7619 7108
258 8423 7912
258 9076 8565
258 9484 8973
258 9489 8978
258 9563 9052
258 9755 9244
258 9825 9314
258 10167 9656
258 10561 10050
258 10599 10088
258 10660 10149
258 10836 10325
258 10841 10330
258 10846 10335
258 11340 10829
258 11430 10919
258 11661 11150
258 11665 11154
258 11667 11156
258 11784 11273
258 11794 11283
258 11893 11382
258 11949 11438
258 12329 11818
258 12330 11819
258 12626 12115
259 590 79
259 900 389
259 936 425
259 2201 1690
259 2874 2363
259 3505 2994
259 3619 3108
259 3691 3180
259 3763 3252
259 5162 4651
259 5165 4654
259 5171 4660
259 5172 4661
259 5173 4662
259 5174 4663
259 5248 4737
259 5692 5181
259 5914 5403
259 5952 5441
259 6953 6442
259 6955 6444
259 6957 6446
259 6958 6447
259 7110 6599
259 8326 7815
259 8327 7816
259 8328 7817
259 8329 7818
259 8555 8044
259 8983 8472
259 8984 8473
259 8989 8478
259 8991 8480
259 8992 8481
259 8996 8485
259 9777 9266
259 9809 9298
259 10371 9860
259 10454 9943
259 10904 10393
259 11220 10709
259 11302 10791
259 11634 11123
259 11721 11210
259 11727 11216
259 12419 11908
259 12552 12041
259 12866 12355
259 12943 12432
259 13086 12575
259 13468 12957
259 13554 13043
260 837 326
260 1340 829
260 1507 996
260 1508 997
260 1517 1006
260 1637 1126
260 2066 1555
260 2187 1676
260 2188 1677
260 2189 1678
260 2519 2008
260 2832 2321
260 3027 2516
260 3034 2523
260 3331 2820
260 3963 3452
260 4116 3605
260 4434 3923
260 4961 4450
260 5100 4589
260 6009 5498
260 6148 5637
260 7560 7049
260 7785 7274
260 7810 7299
260 7875 7364
260 7993 7482
260 8506 7995
260 9029 8518
260 9083 8572
260 9099 8588
260 9298 8787
260 9564 9053
260 9670 9159
260 9821 9310
260 10165 9654
260 10534 10023
260 10661 10150
260 10909 10398
260 11029 10518
260 11188 10677
260 12056 11545
260 12160 11649
260 12462 11951
260 12526 12015
260 12534 12023
260 12644 12133
260 12672 12161
260 12887 12376
260 12894 12383
260 12949 12438
260 13350 12839
261 849 338
261 854 343
261 863 352
261 1429 918
261 1430 919
261 1431 920
261 1437 926
261 1439 928
261 2157 1646
261 2233 1722
261 2769 2258
261 2770 2259
261 2772 2261
261 2773 2262
261 3239 2728
261 3240 2729
261 3442 2931
261 4512 4001
261 4599 4088
261 4639 4128
261 5254 4743
261 5490 4979
261 5691 5180
261 5923 5412
261 5925 5414
261 5927 5416
261 5928 5417
261 5929 5418
261 5930 5419
261 5931 5420
261 5933 5422
261 5935 5424
261 5936 5425
261 5937 5426
261 5938 5427
261 5940 5429
261 5941 5430
261 5949 5438
261 5953 5442
261 5954 5443
261 5955 5444
261 5956 5445
261 8013 7502
261 9778 9267
261 10652 10141
261 11438 10927
261 11638 11127
261 11931 11420
261 12239 11728
261 12474 11963
261 12475 11964
261 13514 13003
262 852 341
262 1434 923
262 1435 924
262 1438 927
262 1490 979
262 1581 1070
262 1582 1071
262 2413 1902
262 2414 1903
262 2418 1907
262 3495 2984
262 3498 2987
262 3502 2991
262 3504 2993
262 3595 3084
262 3931 3420
262 4363 3852
262 4424 3913
262 4511 4000
262 4563 4052
262 4598 4087
262 4619 4108
262 5197 4686
262 5889 5378
262 5922 5411
262 5943 5432
262 5950 5439
262 7379 6868
262 7876 7365
262 8420 7909
262 8545 8034
262 8986 8475
262 8994 8483
262 9011 8500
262 9247 8736
262 9780 9269
262 9931 9420
262 10033 9522
262 10212 9701
262 10291 9780
262 10519 10008
262 10653 10142
262 10816 10305
262 11260 10749
262 11414 10903
262 11426 10915
262 11436 10925
262 11437 10926
262 12233 11722
262 12999 12488
262 13000 12489
262 13708 13197
263 1418 907
263 1423 912
263 1436 925
263 2346 1835
263 2809 2298
263 2810 2299
263 2922 2411
263 2923 2412
263 3500 2989
263 3506 2995
263 3548 3037
263 3549 3038
263 3553 3042
263 4614 4103
263 5243 4732
263 5443 4932
263 5519 5008
263 5874 5363
263 5888 5377
263 6677 6166
263 7201 6690
263 7281 6770
263 7824 7313
263 7838 7327
263 7988 7477
263 7991 7480
263 8203 7692
263 8757 8246
263 9040 8529
263 9220 8709
263 9223 8712
263 9300 8789
263 9301 8790
263 9562 9051
263 9814 9303
263 9815 9304
263 9816 9305
263 10767 10256
263 10768 10257
263 10770 10259
263 10956 10445
263 10972 10461
263 11061 10550
263 11063 10552
263 11343 10832
263 11662 11151
263 11689 11178
263 11706 11195
263 11732 11221
263 12671 12160
263 13145 12634
263 13589 13078
263 13831 13320
264 1425 914
264 1426 915
264 1757 1246
264 2108 1597
264 2730 2219
264 2876 2365
264 3119 2608
264 3175 2664
264 3176 2665
264 3516 3005
264 4182 3671
264 4293 3782
264 5061 4550
264 5240 4729
264 5395 4884
264 5932 5421
264 6341 5830
264 6663 6152
264 6664 6153
264 6669 6158
264 6670 6159
264 6671 6160
264 6682 6171
264 6683 6172
264 7051 6540
264 7633 7122
264 7787 7276
264 8010 7499
